task_id,workstream,claim_alignment,priority,title,definition_of_done
ANIMA-0112,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P2,"Prepare release notes template for WS03 Onboarding and warm-welcome lifecycle","Release communication template includes WS03 Onboarding and warm-welcome lifecycle changes and risks."
ANIMA-0113,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P2,"Enforce CI quality gates for WS03 Onboarding and warm-welcome lifecycle","CI blocks merges when WS03 Onboarding and warm-welcome lifecycle tests/security checks fail."
ANIMA-0114,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P2,"Execute canary rollout for WS03 Onboarding and warm-welcome lifecycle","Canary rollout for WS03 Onboarding and warm-welcome lifecycle completes with monitored guardrails."
ANIMA-0115,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P2,"Validate post-release outcomes for WS03 Onboarding and warm-welcome lifecycle","Post-release validation confirms WS03 Onboarding and warm-welcome lifecycle met success criteria."
ANIMA-0116,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P3,"Collect user/operator feedback for WS03 Onboarding and warm-welcome lifecycle","Feedback artifacts for WS03 Onboarding and warm-welcome lifecycle are gathered and tagged."
ANIMA-0117,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P3,"Prioritize follow-up defects for WS03 Onboarding and warm-welcome lifecycle","Follow-up issues for WS03 Onboarding and warm-welcome lifecycle are triaged with owners and SLAs."
ANIMA-0118,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P3,"Remove deprecated paths for WS03 Onboarding and warm-welcome lifecycle","Deprecated code and docs for WS03 Onboarding and warm-welcome lifecycle are removed without regressions."
ANIMA-0119,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P3,"Close known defects for WS03 Onboarding and warm-welcome lifecycle","Known defect list for WS03 Onboarding and warm-welcome lifecycle reaches zero P0/P1 blockers."
ANIMA-0120,"WS03 Onboarding and warm-welcome lifecycle","Every new instance must hatch with continuity, safety, and NoxSoft mission context.",P3,"Mark WS03 Onboarding and warm-welcome lifecycle v1 completion gate","Exit criteria for WS03 Onboarding and warm-welcome lifecycle v1 are met and signed off."
ANIMA-0121,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Inventory current state for WS04 Codex+Claude dual-backend model access","Current behavior, code paths, and owners are documented for WS04 Codex+Claude dual-backend model access."
ANIMA-0122,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Map gaps against NoxSoft claims for WS04 Codex+Claude dual-backend model access","A gap matrix links noxsoft-site claims to current WS04 Codex+Claude dual-backend model access implementation status."
ANIMA-0123,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Define target architecture for WS04 Codex+Claude dual-backend model access","A reviewed target architecture doc exists for WS04 Codex+Claude dual-backend model access with explicit non-goals."
ANIMA-0124,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Define contracts and interfaces for WS04 Codex+Claude dual-backend model access","Stable interfaces are documented and approved for WS04 Codex+Claude dual-backend model access."
ANIMA-0125,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Define canonical data model for WS04 Codex+Claude dual-backend model access","Schemas and ownership rules for WS04 Codex+Claude dual-backend model access are versioned and linted."
ANIMA-0126,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Add config schema coverage for WS04 Codex+Claude dual-backend model access","Config keys for WS04 Codex+Claude dual-backend model access validate with strict schema checks."
ANIMA-0127,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Implement core module upgrade for WS04 Codex+Claude dual-backend model access","Core implementation for WS04 Codex+Claude dual-backend model access lands behind tests and review."
ANIMA-0128,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Add feature flag strategy for WS04 Codex+Claude dual-backend model access","Flags exist with default, rollout, and kill-switch policy for WS04 Codex+Claude dual-backend model access."
ANIMA-0129,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Design migration path for WS04 Codex+Claude dual-backend model access","Backward-compatible migration steps are documented and tested for WS04 Codex+Claude dual-backend model access."
ANIMA-0130,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P0,"Implement backward compatibility for WS04 Codex+Claude dual-backend model access","Legacy flows for WS04 Codex+Claude dual-backend model access continue working or fail with guided remediation."
ANIMA-0131,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Add unit tests for WS04 Codex+Claude dual-backend model access","Unit coverage includes key success and failure paths for WS04 Codex+Claude dual-backend model access."
ANIMA-0132,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Add integration tests for WS04 Codex+Claude dual-backend model access","Cross-module behavior for WS04 Codex+Claude dual-backend model access is validated in integration tests."
ANIMA-0133,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Add end-to-end tests for WS04 Codex+Claude dual-backend model access","User-level critical journey tests pass for WS04 Codex+Claude dual-backend model access."
ANIMA-0134,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Threat-model WS04 Codex+Claude dual-backend model access","Threat model for WS04 Codex+Claude dual-backend model access is written with mitigations and owners."
ANIMA-0135,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Add abuse-case tests for WS04 Codex+Claude dual-backend model access","Adversarial and abuse scenarios for WS04 Codex+Claude dual-backend model access are exercised automatically."
ANIMA-0136,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Instrument metrics for WS04 Codex+Claude dual-backend model access","Leading and lagging metrics for WS04 Codex+Claude dual-backend model access are emitted with stable names."
ANIMA-0137,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Standardize logs for WS04 Codex+Claude dual-backend model access","Structured logs for WS04 Codex+Claude dual-backend model access include correlation IDs and severity levels."
ANIMA-0138,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Build observability dashboard for WS04 Codex+Claude dual-backend model access","Dashboard panels for WS04 Codex+Claude dual-backend model access are published and reviewed."
ANIMA-0139,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Add alerts and SLOs for WS04 Codex+Claude dual-backend model access","Alert thresholds and SLOs for WS04 Codex+Claude dual-backend model access are defined and wired."
ANIMA-0140,"WS04 Codex+Claude dual-backend model access","ANIMA must support latest GPT Codex and Claude pathways with clear operator control.",P1,"Write operator runbook for WS04 Codex+Claude dual-backend model access","Runbook for routine and incident operations for WS04 Codex+Claude dual-backend model access is published."
